货币名称,现汇买入价,现钞买入价,现汇卖出价,现钞卖出价,中行折算价,发布时间,查询日期
港币,86.91,86.43,87.33,87.93,87.06,2023/05/06 10:30:00,2023-05-06
港币,86.76,86.15,87.39,87.98,87.04,2023/05/07 10:30:00,2023-05-07
港币,86.87,86.23,87.32,87.97,87.11,2023/05/08 10:00:09,2023-05-08
港币,86.89,86.22,87.29,88.05,87.05,2023/05/09 10:06:50,2023-05-09
港币,86.75,86.11,87.29,87.95,87.03,2023/05/10 20:40:57,2023-05-10
港币,86.8,86.52,87.4,87.79,87.06,2023/05/11 21:55:00,2023-05-11
港币,86.79,86.36,87.25,87.7,87.08,2023/05/12 10:00:55,2023-05-12
港币,86.83,86.32,87.33,87.66,87.15,2023/05/13 10:30:00,2023-05-13
港币,86.81,86.58,87.4,87.96,87.11,2023/05/14 10:30:00,2023-05-14
港币,86.84,86.24,87.34,87.91,87.1,2023/05/15 10:00:24,2023-05-15
港币,86.72,86.06,87.3,88.02,87.03,2023/05/16 21:23:39,2023-05-16
港币,86.85,86.09,87.29,88.05,87.07,2023/05/17 10:00:04,2023-05-17
港币,86.81,86.24,87.31,87.95,87,2023/05/18 15:41:25,2023-05-18
港币,86.82,86.05,87.3,87.54,87.03,2023/05/20 10:30:00,2023-05-20
港币,86.8,86.45,87.31,87.58,86.96,2023/05/21 10:30:00,2023-05-21
港币,86.69,86.49,87.18,87.64,87.01,2023/05/22 10:01:19,2023-05-22
港币,86.8,86.44,87.3,87.98,87.07,2023/05/23 13:33:22,2023-05-23
港币,86.78,86.09,87.26,87.83,87.09,2023/05/24 10:00:03,2023-05-24
港币,86.84,86.55,87.23,87.58,87.06,2023/05/25 14:40:48,2023-05-25
港币,86.93,86.19,87.24,87.96,87.09,2023/05/26 10:01:00,2023-05-26
港币,86.87,86.54,87.38,87.75,87.09,2023/05/27 10:30:00,2023-05-27
港币,86.7,86.31,87.28,87.69,87.04,2023/05/28 10:30:00,2023-05-28
港币,86.87,86.45,87.21,87.87,87.04,2023/05/29 13:54:54,2023-05-29
港币,86.77,86.23,87.25,87.66,87.01,2023/05/30 10:00:15,2023-05-30
港币,86.8,86.25,87.15,87.89,86.97,2023/05/31 18:32:54,2023-05-31
港币,86.69,86.24,87.26,87.73,86.96,2023/06/01 10:00:18,2023-06-01
港币,86.69,85.98,87.14,87.47,86.92,2023/06/02 15:55:45,2023-06-02
港币,86.71,86.18,87.24,87.57,86.99,2023/06/03 10:30:00,2023-06-03
港币,86.85,86.12,87.27,87.69,87.01,2023/06/04 10:30:00,2023-06-04
港币,86.76,86.19,87.13,87.83,86.97,2023/06/05 10:00:21,2023-06-05
港币,86.68,86.31,87.14,87.64,86.89,2023/06/06 10:00:41,2023-06-06
港币,86.6,86.27,87.05,87.63,86.86,2023/06/07 14:53:35,2023-06-07
港币,86.6,85.94,87.04,87.8,86.85,2023/06/08 10:00:31,2023-06-08
港币,86.67,86.14,87.08,87.73,86.83,2023/06/09 10:00:36,2023-06-09
港币,86.69,86.07,87.14,87.8,86.9,2023/06/10 10:30:00,2023-06-10
港币,86.66,86.24,87.15,87.78,86.95,2023/06/11 10:30:00,2023-06-11
港币,86.85,86.11,87.23,87.7,87.02,2023/06/12 10:00:08,2023-06-12
港币,86.84,86.5,87.39,87.91,87.1,2023/06/13 10:00:45,2023-06-13
港币,86.93,86.56,87.31,87.81,87.15,2023/06/14 10:03:05,2023-06-14
港币,86.85,86.6,87.47,87.95,87.19,2023/06/15 10:12:00,2023-06-15
港币,86.99,86.66,87.38,87.95,87.21,2023/06/16 10:00:11,2023-06-16
港币,87.02,86.51,87.59,87.84,87.24,2023/06/17 10:30:00,2023-06-17
港币,87.12,86.71,87.64,87.84,87.31,2023/06/18 10:30:00,2023-06-18
港币,87.03,86.81,87.66,88.24,87.36,2023/06/19 10:00:14,2023-06-19
港币,87.2,86.69,87.64,87.93,87.36,2023/06/20 10:00:35,2023-06-20
港币,87.21,86.58,87.7,88.37,87.42,2023/06/21 10:00:22,2023-06-21
港币,87.11,86.48,87.57,88.35,87.41,2023/06/22 10:30:00,2023-06-22
港币,87.15,86.84,87.51,88.23,87.35,2023/06/23 10:02:57,2023-06-23
港币,87.2,86.44,87.66,88.24,87.43,2023/06/24 10:30:00,2023-06-24
港币,87.19,86.84,87.6,87.89,87.38,2023/06/25 10:30:00,2023-06-25
港币,86.97,86.65,87.65,88.3,87.31,2023/06/26 10:32:15,2023-06-26
港币,87.06,86.45,87.43,88.06,87.25,2023/06/27 10:00:15,2023-06-27
港币,86.91,86.66,87.38,87.96,87.23,2023/06/28 14:58:33,2023-06-28
港币,86.94,86.43,87.35,87.77,87.15,2023/06/29 10:01:54,2023-06-29
港币,86.85,86.3,87.29,87.83,87.1,2023/06/30 11:04:37,2023-06-30
港币,86.84,86.51,87.23,87.6,87.03,2023/07/01 10:30:00,2023-07-01
港币,86.87,86.12,87.36,87.79,87.08,2023/07/02 10:30:00,2023-07-02
港币,86.76,86.35,87.23,87.97,87.05,2023/07/03 10:00:18,2023-07-03
港币,86.82,86.21,87.31,87.5,86.99,2023/07/04 10:00:49,2023-07-04
港币,86.81,86.4,87.14,87.59,86.97,2023/07/06 10:01:26,2023-07-06
港币,86.56,86.28,87.05,87.54,86.89,2023/07/07 10:01:52,2023-07-07
港币,86.57,86.33,87.14,87.58,86.85,2023/07/08 10:30:00,2023-07-08
港币,86.59,86.27,86.97,87.61,86.78,2023/07/09 10:30:00,2023-07-09
港币,86.51,85.8,86.97,87.58,86.71,2023/07/10 10:06:41,2023-07-10
港币,86.54,86.1,87.05,87.35,86.79,2023/07/11 10:02:07,2023-07-11
港币,86.54,85.97,86.97,87.46,86.78,2023/07/12 10:00:27,2023-07-12
港币,86.56,85.98,86.99,87.37,86.82,2023/07/13 10:00:55,2023-07-13
港币,86.51,85.86,87.12,87.45,86.82,2023/07/14 10:03:45,2023-07-14
港币,86.52,86.28,86.99,87.67,86.79,2023/07/15 10:30:00,2023-07-15
港币,86.55,86.11,87.07,87.31,86.79,2023/07/16 10:30:00,2023-07-16
港币,86.44,86.22,86.97,87.38,86.73,2023/07/17 10:00:20,2023-07-17
港币,86.5,85.76,86.88,87.44,86.73,2023/07/18 10:00:58,2023-07-18
港币,86.55,85.85,87.04,87.34,86.75,2023/07/19 10:01:34,2023-07-19
港币,86.44,85.93,86.98,87.68,86.78,2023/07/20 10:02:40,2023-07-20
港币,86.56,85.86,87.01,87.22,86.72,2023/07/21 17:09:01,2023-07-21
港币,86.51,85.8,87.02,87.5,86.75,2023/07/22 10:30:00,2023-07-22
港币,86.5,85.95,87.1,87.72,86.76,2023/07/23 10:30:00,2023-07-23
港币,86.58,86.05,87.11,87.31,86.76,2023/07/24 10:02:57,2023-07-24
港币,86.54,86.23,87.08,87.37,86.76,2023/07/25 10:01:44,2023-07-25
港币,86.61,86.12,86.99,87.39,86.77,2023/07/26 10:01:04,2023-07-26
港币,86.4,86.16,86.93,87.31,86.72,2023/07/27 14:41:14,2023-07-27
港币,86.49,85.96,86.95,87.19,86.68,2023/07/28 10:29:20,2023-07-28
港币,86.59,86.04,86.97,87.29,86.74,2023/07/29 10:30:00,2023-07-29
港币,86.46,85.8,87.01,87.47,86.68,2023/07/30 10:04:14,2023-07-30
港币,86.53,85.96,86.92,87.59,86.72,2023/07/31 10:43:32,2023-07-31
港币,86.51,85.81,87.03,87.58,86.74,2023/08/01 10:01:24,2023-08-01
港币,86.58,86.3,87.05,87.77,86.81,2023/08/02 10:00:20,2023-08-02
港币,86.63,85.87,87.09,87.45,86.83,2023/08/03 10:01:52,2023-08-03
港币,86.51,86.19,86.98,87.34,86.82,2023/08/04 21:29:49,2023-08-04
港币,86.56,86.29,86.97,87.44,86.79,2023/08/05 10:30:00,2023-08-05
港币,86.68,86.19,87.19,87.39,86.85,2023/08/06 10:30:00,2023-08-06
港币,86.66,86.07,87.06,87.66,86.89,2023/08/07 10:00:41,2023-08-07
港币,86.68,85.86,87.19,87.4,86.85,2023/08/08 10:02:09,2023-08-08
港币,86.67,86.15,87.2,87.47,86.87,2023/08/09 10:02:27,2023-08-09
港币,86.55,86.21,87.06,87.64,86.82,2023/08/10 16:08:30,2023-08-10
港币,86.65,85.94,87.07,87.76,86.89,2023/08/11 10:00:32,2023-08-11
港币,86.5,86.15,87.15,87.65,86.85,2023/08/12 10:30:00,2023-08-12
港币,86.64,86.11,87,87.31,86.81,2023/08/13 10:30:00,2023-08-13
港币,86.55,86.09,86.99,87.46,86.77,2023/08/14 10:00:55,2023-08-14
港币,86.49,85.86,87.01,87.25,86.69,2023/08/15 10:00:01,2023-08-15
港币,86.4,86.09,86.97,87.38,86.63,2023/08/16 10:00:23,2023-08-16
港币,86.25,85.65,86.82,87.56,86.58,2023/08/17 10:01:59,2023-08-17
港币,86.3,86.01,86.77,87.12,86.53,2023/08/18 10:00:54,2023-08-18
港币,86.28,85.58,86.84,87.42,86.49,2023/08/19 10:30:00,2023-08-19
港币,86.27,85.57,86.74,87.52,86.57,2023/08/20 10:30:00,2023-08-20
港币,86.18,85.96,86.73,87.42,86.52,2023/08/22 10:00:27,2023-08-22
港币,86.26,85.59,86.7,87.38,86.47,2023/08/23 10:02:12,2023-08-23
港币,86.24,85.73,86.65,87.01,86.49,2023/08/24 10:06:22,2023-08-24
港币,86.26,85.86,86.91,87.32,86.56,2023/08/25 10:01:35,2023-08-25
港币,86.24,85.65,86.82,87.29,86.58,2023/08/26 10:30:00,2023-08-26
港币,86.4,85.7,86.82,87.1,86.59,2023/08/27 10:30:00,2023-08-27
港币,86.37,85.75,86.83,87.61,86.61,2023/08/28 10:00:23,2023-08-28
港币,86.26,85.74,86.88,87.37,86.57,2023/08/29 10:00:26,2023-08-29
港币,86.34,85.73,86.81,87.33,86.54,2023/08/30 10:01:30,2023-08-30
港币,86.25,85.97,86.84,87.22,86.58,2023/08/31 18:54:27,2023-08-31
港币,86.34,85.61,86.82,87.37,86.61,2023/09/01 10:02:03,2023-09-01
港币,86.26,85.97,86.85,87.54,86.61,2023/09/02 10:30:00,2023-09-02
港币,86.28,85.87,86.91,87.28,86.58,2023/09/03 10:30:00,2023-09-03
港币,86.15,85.67,86.83,87.27,86.5,2023/09/04 10:01:53,2023-09-04
港币,86.22,85.74,86.82,87.44,86.56,2023/09/05 23:23:30,2023-09-05
港币,86.26,85.88,86.75,87.07,86.51,2023/09/06 22:08:03,2023-09-06
港币,86.27,85.72,86.83,87.2,86.49,2023/09/07 10:00:14,2023-09-07
港币,86.28,85.94,86.61,87.32,86.44,2023/09/08 10:00:15,2023-09-08
港币,86.15,85.88,86.72,87.02,86.41,2023/09/09 10:30:00,2023-09-09
港币,86.02,85.58,86.67,86.91,86.36,2023/09/10 10:30:00,2023-09-10
港币,86.07,85.37,86.53,87.07,86.34,2023/09/11 23:13:29,2023-09-11
港币,85.94,85.72,86.51,87.13,86.27,2023/09/12 10:00:07,2023-09-12
港币,86.08,85.42,86.5,87.27,86.34,2023/09/13 10:00:07,2023-09-13
港币,86.12,85.5,86.6,87.01,86.39,2023/09/14 10:07:01,2023-09-14
港币,86.18,85.76,86.64,87.06,86.38,2023/09/15 19:17:48,2023-09-15
港币,86.05,85.47,86.53,87.11,86.35,2023/09/16 10:30:00,2023-09-16
港币,86,85.34,86.5,86.95,86.32,2023/09/17 10:30:00,2023-09-17
港币,86.16,85.41,86.51,87.15,86.34,2023/09/18 10:00:55,2023-09-18
港币,86.1,85.62,86.7,87.1,86.4,2023/09/19 10:03:47,2023-09-19
港币,86.25,85.48,86.74,87.04,86.45,2023/09/20 19:38:56,2023-09-20
港币,86.17,85.5,86.55,86.96,86.38,2023/09/21 20:39:20,2023-09-21
港币,86.21,85.81,86.73,87.06,86.39,2023/09/22 10:01:42,2023-09-22
港币,86.07,85.57,86.49,87.02,86.34,2023/09/23 10:30:00,2023-09-23
港币,86.04,85.51,86.55,87.04,86.35,2023/09/24 10:30:00,2023-09-24
港币,85.97,85.4,86.48,87.06,86.28,2023/09/25 10:00:47,2023-09-25
港币,86.06,85.67,86.46,86.95,86.25,2023/09/26 21:44:31,2023-09-26
港币,85.99,85.76,86.62,87.06,86.33,2023/09/27 10:10:16,2023-09-27
港币,86.11,85.41,86.57,87.04,86.31,2023/09/28 10:10:25,2023-09-28
港币,85.99,85.56,86.52,87.04,86.26,2023/09/29 10:00:26,2023-09-29
港币,86.05,85.68,86.51,87.26,86.26,2023/09/30 10:30:00,2023-09-30
港币,86.09,85.72,86.49,87.2,86.24,2023/10/01 10:30:00,2023-10-01
港币,85.93,85.27,86.41,86.87,86.24,2023/10/02 10:06:15,2023-10-02
港币,85.95,85.49,86.5,87.16,86.28,2023/10/03 10:09:30,2023-10-03
港币,86.01,85.44,86.63,87.16,86.33,2023/10/04 10:02:24,2023-10-04
港币,86.02,85.75,86.45,87.09,86.26,2023/10/05 10:02:09,2023-10-05
港币,85.99,85.47,86.6,86.99,86.31,2023/10/06 10:30:00,2023-10-06
港币,86.08,85.61,86.62,87.19,86.36,2023/10/07 10:30:00,2023-10-07
港币,86.08,85.55,86.66,87.06,86.39,2023/10/08 10:30:00,2023-10-08
港币,86.2,85.48,86.74,87.3,86.46,2023/10/09 10:00:51,2023-10-09
港币,86.17,85.72,86.73,87.14,86.39,2023/10/10 13:45:50,2023-10-10
港币,86.16,85.69,86.58,87.36,86.42,2023/10/11 10:00:30,2023-10-11
港币,86.16,85.58,86.7,87.3,86.35,2023/10/12 10:08:05,2023-10-12
港币,86.04,85.75,86.65,87.28,86.36,2023/10/13 18:48:48,2023-10-13
港币,86.1,85.86,86.73,87.24,86.42,2023/10/15 10:30:00,2023-10-15
港币,86.17,85.69,86.81,87.16,86.49,2023/10/16 10:04:58,2023-10-16
港币,86.19,85.75,86.6,87.36,86.42,2023/10/17 10:00:31,2023-10-17
港币,86.17,85.72,86.66,86.96,86.37,2023/10/18 10:00:18,2023-10-18
港币,85.97,85.46,86.64,86.88,86.3,2023/10/19 10:10:02,2023-10-19
港币,86.04,85.63,86.45,86.95,86.29,2023/10/20 10:01:05,2023-10-20
港币,86.06,85.52,86.57,87.3,86.33,2023/10/21 10:30:00,2023-10-21
港币,86.05,85.74,86.57,87.12,86.34,2023/10/22 10:30:00,2023-10-22
港币,85.97,85.49,86.45,87.11,86.27,2023/10/23 10:02:59,2023-10-23
港币,86.07,85.75,86.6,87.08,86.34,2023/10/24 10:02:16,2023-10-24
港币,86.16,85.68,86.5,86.92,86.31,2023/10/25 10:00:14,2023-10-25
港币,85.93,85.66,86.52,86.88,86.28,2023/10/26 10:07:17,2023-10-26
港币,86.01,85.73,86.57,87.08,86.26,2023/10/27 10:10:20,2023-10-27
港币,86.13,85.56,86.68,87.22,86.33,2023/10/28 10:30:00,2023-10-28
港币,86.16,85.52,86.52,87.05,86.35,2023/10/29 10:30:00,2023-10-29
港币,86.09,85.43,86.54,87.22,86.34,2023/10/30 10:00:40,2023-10-30
港币,86.22,85.83,86.54,87.3,86.38,2023/10/31 10:10:06,2023-10-31
港币,86.13,85.89,86.79,87.33,86.45,2023/11/01 10:01:13,2023-11-01
港币,86.34,85.95,86.8,87.24,86.5,2023/11/02 10:10:22,2023-11-02
港币,86.36,85.83,86.84,87.47,86.53,2023/11/03 10:10:00,2023-11-03
港币,86.27,85.97,86.78,87.17,86.48,2023/11/04 10:30:00,2023-11-04
港币,86.4,85.56,86.88,87.47,86.55,2023/11/05 10:30:00,2023-11-05
港币,86.21,85.58,86.76,87.34,86.55,2023/11/06 10:00:07,2023-11-06
港币,86.27,85.56,86.76,87.03,86.48,2023/11/07 10:10:18,2023-11-07
港币,86.26,85.67,86.78,87.03,86.5,2023/11/08 10:00:48,2023-11-08
港币,86.36,85.87,86.74,87.39,86.56,2023/11/09 10:02:19,2023-11-09
港币,86.4,85.68,86.93,87.31,86.63,2023/11/10 10:04:21,2023-11-10
港币,86.51,86.08,87,87.4,86.71,2023/11/11 10:30:00,2023-11-11
港币,86.34,86.13,86.82,87.54,86.66,2023/11/12 10:30:00,2023-11-12
港币,86.37,85.69,86.93,87.52,86.6,2023/11/13 10:00:04,2023-11-13
港币,86.35,85.71,87.01,87.55,86.67,2023/11/14 10:01:41,2023-11-14
港币,86.47,85.85,86.87,87.18,86.68,2023/11/15 10:01:43,2023-11-15
港币,86.5,86.1,87.03,87.38,86.75,2023/11/16 10:02:30,2023-11-16
港币,86.53,85.84,86.9,87.41,86.7,2023/11/17 10:05:18,2023-11-17
港币,86.45,85.83,86.98,87.75,86.77,2023/11/18 10:30:00,2023-11-18
港币,86.67,86.08,87.07,87.74,86.85,2023/11/19 10:30:00,2023-11-19
港币,86.59,86.33,87.16,87.43,86.89,2023/11/20 10:02:06,2023-11-20
港币,86.74,86.13,87.19,87.6,86.91,2023/11/21 10:10:02,2023-11-21
港币,86.76,86.4,87.1,87.84,86.95,2023/11/22 10:03:48,2023-11-22
港币,86.58,86,87.17,87.77,86.93,2023/11/23 10:00:46,2023-11-23
港币,86.79,86.4,87.2,87.94,87,2023/11/24 10:03:24,2023-11-24
港币,86.76,86.19,87.26,87.5,86.96,2023/11/25 10:30:00,2023-11-25
港币,86.72,86.51,87.31,87.56,87.03,2023/11/26 10:30:00,2023-11-26
港币,86.76,86.25,87.26,88.05,87.09,2023/11/27 10:00:35,2023-11-27
港币,86.76,86.5,87.34,87.71,87.01,2023/11/28 10:01:47,2023-11-28
