货币名称,现汇买入价,现钞买入价,现汇卖出价,现钞卖出价,中行折算价,发布时间,查询日期
美元,692.94,687.31,695.88,695.88,691.56,2023/03/07 10:00:09,2023-03-07
美元,696.04,690.38,698.99,698.99,695.25,2023/03/08 10:00:26,2023-03-08
美元,695.94,690.28,698.89,698.89,696.66,2023/03/09 10:00:07,2023-03-09
美元,695.34,689.68,698.29,698.29,696.55,2023/03/10 10:00:28,2023-03-10
美元,690.65,685.03,693.58,693.58,696.55,2023/03/11 10:30:00,2023-03-11
美元,691.3,685.67,694.23,694.23,696.55,2023/03/12 10:30:00,2023-03-12
美元,690.6,684.98,693.53,693.53,693.75,2023/03/13 10:00:20,2023-03-13
美元,685.61,680.03,688.51,688.51,689.49,2023/03/14 10:00:11,2023-03-14
美元,687.06,681.47,689.97,689.97,686.8,2023/03/15 10:01:41,2023-03-15
美元,688.75,683.15,691.67,691.67,691.49,2023/03/16 10:01:06,2023-03-16
美元,688.4,682.8,691.32,691.32,690.52,2023/03/17 10:00:37,2023-03-17
美元,687.51,681.91,690.42,690.42,690.52,2023/03/18 10:30:00,2023-03-18
美元,687.51,681.91,690.42,690.42,690.52,2023/03/19 10:30:00,2023-03-19
美元,687.6,682.01,690.52,690.52,686.94,2023/03/20 10:00:36,2023-03-20
美元,686.66,681.07,689.57,689.57,687.63,2023/03/21 10:00:58,2023-03-21
美元,686.86,681.27,689.77,689.77,687.15,2023/03/22 10:00:18,2023-03-22
美元,684.26,678.69,687.16,687.16,687.09,2023/03/23 10:00:17,2023-03-23
美元,683.51,677.95,686.41,686.41,683.74,2023/03/24 10:00:36,2023-03-24
美元,685.66,680.08,688.56,688.56,683.74,2023/03/25 10:30:00,2023-03-25
美元,685.66,680.08,688.56,688.56,683.74,2023/03/26 10:30:00,2023-03-26
美元,687.11,681.52,690.02,690.02,687.14,2023/03/27 10:02:32,2023-03-27
美元,686.7,681.11,689.61,689.61,687.49,2023/03/28 10:01:00,2023-03-28
美元,687.36,681.76,690.27,690.27,687.71,2023/03/29 10:50:12,2023-03-29
美元,689.3,683.69,692.22,692.22,688.86,2023/03/30 10:00:36,2023-03-30
美元,684.36,678.79,687.26,687.26,687.17,2023/03/31 10:02:55,2023-03-31
美元,686.46,680.87,689.37,689.37,687.17,2023/04/01 10:30:00,2023-04-01
美元,686.46,680.87,689.37,689.37,687.17,2023/04/02 10:30:00,2023-04-02
美元,687.46,681.86,690.37,690.37,688.05,2023/04/03 10:01:04,2023-04-03
美元,687.16,681.57,690.07,690.07,686.99,2023/04/04 10:10:01,2023-04-04
美元,686.71,681.12,689.62,689.62,686.99,2023/04/05 20:18:45,2023-04-05
美元,686.86,681.27,689.77,689.77,687.47,2023/04/06 10:02:14,2023-04-06
美元,686.71,681.12,689.62,689.62,688.38,2023/04/07 10:10:26,2023-04-07
美元,685.81,680.23,688.71,688.71,688.38,2023/04/08 10:30:00,2023-04-08
美元,685.81,680.23,688.71,688.71,688.38,2023/04/09 10:30:00,2023-04-09
美元,686.41,680.82,689.32,689.32,687.64,2023/04/10 10:30:00,2023-04-10
美元,687.46,681.86,690.37,690.37,688.82,2023/04/11 10:00:13,2023-04-11
美元,687.41,681.81,690.32,690.32,688.54,2023/04/12 10:05:06,2023-04-12
美元,686.46,680.87,689.37,689.37,686.58,2023/04/13 14:09:19,2023-04-13
美元,683.86,678.3,686.76,686.76,686.06,2023/04/14 10:01:41,2023-04-14
美元,685.96,680.38,688.87,688.87,686.06,2023/04/15 10:30:00,2023-04-15
美元,685.96,680.38,688.87,688.87,686.06,2023/04/16 10:30:00,2023-04-16
美元,686.46,680.87,689.37,689.37,686.79,2023/04/17 10:23:52,2023-04-17
美元,686.36,680.77,689.27,689.27,688.14,2023/04/18 16:50:37,2023-04-18
美元,686.76,681.17,689.67,689.67,687.31,2023/04/19 10:00:21,2023-04-19
美元,688.2,682.61,691.12,691.12,689.87,2023/04/20 10:00:38,2023-04-20
美元,687.6,682.01,690.52,690.52,687.52,2023/04/21 20:12:41,2023-04-21
美元,688.0,682.41,690.92,690.92,687.52,2023/04/22 10:30:00,2023-04-22
美元,688.9,683.3,691.82,691.82,688.35,2023/04/24 10:00:15,2023-04-24
美元,688.7,683.1,691.62,691.62,688.47,2023/04/25 10:00:15,2023-04-25
美元,692.2,686.57,695.13,695.13,692.07,2023/04/27 10:00:14,2023-04-27
美元,690.4,684.78,693.33,693.33,692.4,2023/04/28 10:00:34,2023-04-28
美元,690.85,685.23,693.78,693.78,692.4,2023/04/29 10:30:00,2023-04-29
美元,692.05,686.42,694.98,694.98,692.4,2023/05/02 10:19:26,2023-05-02
美元,691.2,685.58,694.13,694.13,692.4,2023/05/03 10:02:47,2023-05-03
美元,689.35,683.74,692.27,692.27,690.54,2023/05/04 14:45:52,2023-05-04
美元,690.6,684.98,693.53,693.53,691.14,2023/05/05 20:33:17,2023-05-05
美元,689.0,683.4,691.92,691.92,691.14,2023/05/06 10:30:00,2023-05-06
美元,688.6,683.0,691.52,691.52,691.14,2023/05/07 10:30:00,2023-05-07
美元,690.45,684.83,693.38,693.38,691.58,2023/05/08 10:00:09,2023-05-08
美元,691.35,685.72,694.28,694.28,692.55,2023/05/09 10:06:50,2023-05-09
美元,690.6,684.98,693.53,693.53,692.99,2023/05/10 20:40:57,2023-05-10
美元,693.44,687.8,696.38,696.38,691.01,2023/05/11 21:55:00,2023-05-11
美元,693.69,688.05,696.63,696.63,694.81,2023/05/12 10:00:55,2023-05-12
美元,694.84,689.19,697.79,697.79,694.81,2023/05/13 10:30:00,2023-05-13
美元,694.84,689.19,697.79,697.79,694.81,2023/05/14 10:30:00,2023-05-14
美元,694.74,689.09,697.69,697.69,696.54,2023/05/15 10:00:24,2023-05-15
美元,696.09,690.43,699.04,699.04,695.06,2023/05/16 21:23:39,2023-05-16
美元,697.74,692.06,700.69,700.69,697.48,2023/05/17 10:00:04,2023-05-17
美元,701.23,695.52,704.2,704.2,699.67,2023/05/18 15:41:25,2023-05-18
美元,700.08,694.39,703.05,703.05,703.56,2023/05/20 10:30:00,2023-05-20
美元,700.08,694.39,703.05,703.05,703.56,2023/05/21 10:30:00,2023-05-21
美元,700.93,695.23,703.9,703.9,701.57,2023/05/22 10:01:19,2023-05-22
美元,704.12,698.4,707.11,707.11,703.26,2023/05/23 13:33:22,2023-05-23
美元,705.17,699.44,708.16,708.16,705.6,2023/05/24 10:00:03,2023-05-24
美元,705.97,700.23,708.96,708.96,705.29,2023/05/25 14:40:48,2023-05-25
美元,705.87,700.13,708.86,708.86,707.6,2023/05/26 10:01:00,2023-05-26
美元,705.42,699.68,708.41,708.41,707.6,2023/05/27 10:30:00,2023-05-27
美元,705.42,699.68,708.41,708.41,707.6,2023/05/28 10:30:00,2023-05-28
美元,705.44,699.7,708.43,708.43,705.75,2023/05/29 13:54:54,2023-05-29
美元,706.12,700.38,709.11,709.11,708.18,2023/05/30 10:00:15,2023-05-30
美元,709.71,703.94,712.72,712.72,708.21,2023/05/31 18:32:54,2023-05-31
美元,708.17,702.41,711.17,711.17,709.65,2023/06/01 10:00:18,2023-06-01
美元,706.37,700.62,709.36,709.36,709.39,2023/06/02 15:55:45,2023-06-02
美元,708.77,703.0,711.77,711.77,709.39,2023/06/03 10:30:00,2023-06-03
美元,708.77,703.0,711.77,711.77,709.39,2023/06/04 10:30:00,2023-06-04
美元,708.27,702.5,711.27,711.27,709.04,2023/06/05 10:00:21,2023-06-05
美元,710.31,704.53,713.32,713.32,710.75,2023/06/06 10:00:41,2023-06-06
美元,711.41,705.62,714.42,714.42,711.96,2023/06/07 14:53:35,2023-06-07
美元,712.81,707.01,715.83,715.83,712.8,2023/06/08 10:00:31,2023-06-08
美元,710.51,704.73,713.52,713.52,711.15,2023/06/09 10:00:36,2023-06-09
美元,711.96,706.17,714.98,714.98,711.15,2023/06/10 10:30:00,2023-06-10
美元,711.96,706.17,714.98,714.98,711.15,2023/06/11 10:30:00,2023-06-11
美元,713.36,707.55,716.38,716.38,712.12,2023/06/12 10:00:08,2023-06-12
美元,715.45,709.63,718.48,718.48,714.98,2023/06/13 10:00:45,2023-06-13
美元,714.75,708.94,717.78,717.78,715.66,2023/06/14 10:03:05,2023-06-14
美元,716.9,711.07,719.94,719.94,714.89,2023/06/15 10:12:00,2023-06-15
美元,712.06,706.27,715.08,715.08,712.89,2023/06/16 10:00:11,2023-06-16
美元,711.51,705.72,714.53,714.53,712.89,2023/06/17 10:30:00,2023-06-17
美元,711.51,705.72,714.53,714.53,712.89,2023/06/18 10:30:00,2023-06-18
美元,713.31,707.5,716.33,716.33,712.01,2023/06/19 10:00:14,2023-06-19
美元,716.55,710.72,719.59,719.59,715.96,2023/06/20 10:00:35,2023-06-20
美元,718.6,712.75,721.64,721.64,717.95,2023/06/21 10:00:22,2023-06-21
美元,716.45,710.62,719.49,719.49,717.95,2023/06/22 10:30:00,2023-06-22
美元,717.25,711.41,720.29,720.29,717.95,2023/06/23 10:02:57,2023-06-23
美元,717.8,711.96,720.84,720.84,717.95,2023/06/24 10:30:00,2023-06-24
美元,718.25,712.4,721.29,721.29,717.95,2023/06/25 10:30:00,2023-06-25
美元,720.09,714.24,723.15,723.15,720.56,2023/06/26 10:32:15,2023-06-26
美元,720.54,714.68,723.6,723.6,720.98,2023/06/27 10:00:15,2023-06-27
美元,722.09,716.22,725.15,725.15,721.01,2023/06/28 14:58:33,2023-06-28
美元,723.29,717.4,726.35,726.35,722.08,2023/06/29 10:01:54,2023-06-29
美元,723.94,718.05,727.0,727.0,722.58,2023/06/30 11:04:37,2023-06-30
美元,724.24,718.34,727.31,727.31,722.58,2023/07/01 10:30:00,2023-07-01
美元,724.24,718.34,727.31,727.31,722.58,2023/07/02 10:30:00,2023-07-02
美元,722.64,716.76,725.7,725.7,721.57,2023/07/03 10:00:18,2023-07-03
美元,722.74,716.86,725.8,725.8,720.46,2023/07/04 10:00:49,2023-07-04
美元,723.63,717.74,726.69,726.69,720.98,2023/07/06 10:01:26,2023-07-06
美元,723.29,717.4,726.35,726.35,720.54,2023/07/07 10:01:52,2023-07-07
美元,721.44,715.57,724.5,724.5,720.54,2023/07/08 10:30:00,2023-07-08
美元,721.44,715.57,724.5,724.5,720.54,2023/07/09 10:30:00,2023-07-09
美元,721.24,715.37,724.3,724.3,719.26,2023/07/10 10:06:41,2023-07-10
美元,721.69,715.82,724.75,724.75,718.86,2023/07/11 10:02:07,2023-07-11
美元,717.5,711.66,720.54,720.54,717.65,2023/07/12 10:00:27,2023-07-12
美元,715.95,710.13,718.99,718.99,715.27,2023/07/13 10:00:55,2023-07-13
美元,713.16,707.36,716.18,716.18,713.18,2023/07/14 10:03:45,2023-07-14
美元,713.16,707.36,716.18,716.18,713.18,2023/07/15 10:30:00,2023-07-15
美元,713.16,707.36,716.18,716.18,713.18,2023/07/16 10:30:00,2023-07-16
美元,715.1,709.29,718.13,718.13,713.26,2023/07/17 10:00:20,2023-07-17
美元,715.7,709.88,718.74,718.74,714.53,2023/07/18 10:00:58,2023-07-18
美元,719.1,713.25,722.14,722.14,714.86,2023/07/19 10:01:34,2023-07-19
美元,717.25,711.41,720.29,720.29,714.66,2023/07/20 10:02:40,2023-07-20
美元,717.05,711.22,720.09,720.09,714.56,2023/07/21 17:09:01,2023-07-21
美元,717.7,711.86,720.56,720.56,714.56,2023/07/22 10:30:00,2023-07-22
美元,717.7,711.86,720.56,720.56,714.56,2023/07/23 10:30:00,2023-07-23
美元,717.55,711.71,720.41,720.41,714.51,2023/07/24 10:02:57,2023-07-24
美元,715.05,709.24,717.9,717.9,714.06,2023/07/25 10:01:44,2023-07-25
美元,714.4,708.59,717.25,717.25,712.95,2023/07/26 10:01:04,2023-07-26
美元,713.11,707.31,715.95,715.95,712.65,2023/07/27 14:41:14,2023-07-27
美元,715.7,709.88,718.56,718.56,713.38,2023/07/28 10:29:20,2023-07-28
美元,713.76,707.95,716.6,716.6,713.38,2023/07/29 10:30:00,2023-07-29
美元,714.15,708.35,717.0,717.0,713.38,2023/07/30 10:04:14,2023-07-30
美元,712.96,707.16,715.8,715.8,713.05,2023/07/31 10:43:32,2023-07-31
美元,715.35,709.53,718.21,718.21,712.83,2023/08/01 10:01:24,2023-08-01
美元,716.25,710.42,719.11,719.11,713.68,2023/08/02 10:00:20,2023-08-02
美元,717.45,711.61,720.31,720.31,714.95,2023/08/03 10:01:52,2023-08-03
美元,716.55,710.72,719.41,719.41,714.18,2023/08/04 21:29:49,2023-08-04
美元,716.35,710.52,719.21,719.21,714.18,2023/08/05 10:30:00,2023-08-05
美元,716.35,710.52,719.21,719.21,714.18,2023/08/06 10:30:00,2023-08-06
美元,717.8,711.96,720.66,720.66,713.8,2023/08/07 10:00:41,2023-08-07
美元,720.64,714.78,723.52,723.52,715.65,2023/08/08 10:02:09,2023-08-08
美元,720.19,714.33,723.07,723.07,715.88,2023/08/09 10:02:27,2023-08-09
美元,719.84,713.99,722.71,722.71,715.76,2023/08/10 16:08:30,2023-08-10
美元,721.49,715.62,724.37,724.37,715.87,2023/08/11 10:00:32,2023-08-11
美元,722.89,717.01,725.77,725.77,715.87,2023/08/12 10:30:00,2023-08-12
美元,722.89,717.01,725.77,725.77,715.87,2023/08/13 10:30:00,2023-08-13
美元,724.39,718.49,727.27,727.27,716.86,2023/08/14 10:00:55,2023-08-14
美元,725.98,720.08,728.88,728.88,717.68,2023/08/15 10:00:01,2023-08-15
美元,728.08,722.16,730.98,730.98,719.86,2023/08/16 10:00:23,2023-08-16
美元,729.98,724.04,732.89,732.89,720.76,2023/08/17 10:01:59,2023-08-17
美元,726.48,720.57,729.38,729.38,720.06,2023/08/18 10:00:54,2023-08-18
美元,727.43,721.51,730.33,730.33,720.06,2023/08/19 10:30:00,2023-08-19
美元,727.43,721.51,730.33,730.33,720.06,2023/08/20 10:30:00,2023-08-20
美元,727.18,721.26,730.08,730.08,719.92,2023/08/22 10:00:27,2023-08-22
美元,727.73,721.81,730.63,730.63,719.88,2023/08/23 10:02:12,2023-08-23
美元,727.38,721.46,730.28,730.28,718.86,2023/08/24 10:06:22,2023-08-24
美元,727.13,721.22,730.03,730.03,718.83,2023/08/25 10:01:35,2023-08-25
美元,727.63,721.71,730.53,730.53,718.83,2023/08/26 10:30:00,2023-08-26
美元,727.63,721.71,730.53,730.53,718.83,2023/08/27 10:30:00,2023-08-27
美元,727.03,721.12,729.93,729.93,718.56,2023/08/28 10:00:23,2023-08-28
美元,727.63,721.71,730.53,730.53,718.51,2023/08/29 10:00:26,2023-08-29
美元,727.28,721.36,730.18,730.18,718.16,2023/08/30 10:01:30,2023-08-30
美元,727.73,721.81,730.63,730.63,718.11,2023/08/31 18:54:27,2023-08-31
美元,724.34,718.44,727.22,727.22,717.88,2023/09/01 10:02:03,2023-09-01
美元,725.63,719.73,728.53,728.53,717.88,2023/09/02 10:30:00,2023-09-02
美元,725.63,719.73,728.53,728.53,717.88,2023/09/03 10:30:00,2023-09-03
美元,726.08,720.18,728.98,728.98,717.86,2023/09/04 10:01:53,2023-09-04
美元,729.33,723.39,732.23,732.23,717.83,2023/09/05 23:23:30,2023-09-05
美元,729.73,723.79,732.64,732.64,719.69,2023/09/06 22:08:03,2023-09-06
美元,731.02,725.08,733.94,733.94,719.86,2023/09/07 10:00:14,2023-09-07
美元,733.52,727.55,736.44,736.44,721.5,2023/09/08 10:00:15,2023-09-08
美元,733.37,727.4,736.29,736.29,721.5,2023/09/09 10:30:00,2023-09-09
美元,733.37,727.4,736.29,736.29,721.5,2023/09/10 10:30:00,2023-09-10
美元,727.98,722.06,730.88,730.88,721.48,2023/09/11 23:13:29,2023-09-11
美元,727.43,721.51,730.33,730.33,719.86,2023/09/12 10:00:07,2023-09-12
美元,727.43,721.51,730.33,730.33,718.94,2023/09/13 10:00:07,2023-09-13
美元,726.78,720.87,729.68,729.68,718.74,2023/09/14 10:07:01,2023-09-14
美元,726.83,720.92,729.73,729.73,717.86,2023/09/15 19:17:48,2023-09-15
美元,726.73,720.82,729.63,729.63,717.86,2023/09/16 10:30:00,2023-09-16
美元,726.73,720.82,729.63,729.63,717.86,2023/09/17 10:30:00,2023-09-17
美元,727.63,721.71,730.53,730.53,717.36,2023/09/18 10:00:55,2023-09-18
美元,728.38,722.45,731.28,731.28,717.33,2023/09/19 10:03:47,2023-09-19
美元,728.33,722.4,731.23,731.23,717.32,2023/09/20 19:38:56,2023-09-20
美元,729.83,723.89,732.74,732.74,717.3,2023/09/21 20:39:20,2023-09-21
美元,729.08,723.15,731.98,731.98,717.29,2023/09/22 10:01:42,2023-09-22
美元,728.93,723.0,731.83,731.83,717.29,2023/09/23 10:30:00,2023-09-23
美元,728.93,723.0,731.83,731.83,717.29,2023/09/24 10:30:00,2023-09-24
美元,729.33,723.39,732.23,732.23,717.27,2023/09/25 10:00:47,2023-09-25
美元,729.88,723.94,732.79,732.79,717.27,2023/09/26 21:44:31,2023-09-26
美元,729.73,723.79,732.64,732.64,717.17,2023/09/27 10:10:16,2023-09-27
美元,730.82,724.88,733.74,733.74,717.98,2023/09/28 10:10:25,2023-09-28
美元,728.93,723.0,731.83,731.83,717.98,2023/09/29 10:00:26,2023-09-29
美元,729.23,723.29,732.13,732.13,717.98,2023/09/30 10:30:00,2023-09-30
美元,729.23,723.29,732.13,732.13,717.98,2023/10/01 10:30:00,2023-10-01
美元,730.12,724.19,733.04,733.04,717.98,2023/10/02 10:06:15,2023-10-02
美元,729.83,723.89,732.74,732.74,717.98,2023/10/03 10:09:30,2023-10-03
美元,730.22,724.28,733.14,733.14,717.98,2023/10/04 10:02:24,2023-10-04
美元,729.93,723.99,732.84,732.84,717.98,2023/10/05 10:02:09,2023-10-05
美元,729.93,723.99,732.84,732.84,717.98,2023/10/06 10:30:00,2023-10-06
美元,729.93,723.99,732.84,732.84,717.98,2023/10/07 10:30:00,2023-10-07
美元,729.53,723.59,732.43,732.43,717.98,2023/10/08 10:30:00,2023-10-08
美元,728.73,722.8,731.63,731.63,717.89,2023/10/09 10:00:51,2023-10-09
美元,727.83,721.91,730.73,730.73,717.81,2023/10/10 13:45:50,2023-10-10
美元,728.18,722.25,731.08,731.08,717.79,2023/10/11 10:00:30,2023-10-11
美元,729.03,723.1,731.93,731.93,717.76,2023/10/12 10:08:05,2023-10-12
美元,729.73,723.79,732.64,732.64,717.75,2023/10/13 18:48:48,2023-10-13
美元,729.63,723.69,732.54,732.54,717.75,2023/10/15 10:30:00,2023-10-15
美元,729.78,723.84,732.69,732.69,717.98,2023/10/16 10:04:58,2023-10-16
美元,729.93,723.99,732.84,732.84,717.96,2023/10/17 10:00:31,2023-10-17
美元,729.83,723.89,732.74,732.74,717.95,2023/10/18 10:00:18,2023-10-18
美元,730.32,724.38,733.24,733.24,717.95,2023/10/19 10:10:02,2023-10-19
美元,730.32,724.38,733.24,733.24,717.93,2023/10/20 10:01:05,2023-10-20
美元,730.47,730.31,733.39,733.39,717.93,2023/10/21 10:30:00,2023-10-21
美元,730.47,730.31,733.39,733.39,717.93,2023/10/22 10:30:00,2023-10-22
美元,730.47,730.31,733.39,733.39,717.92,2023/10/23 10:02:59,2023-10-23
美元,729.88,729.71,732.79,732.79,717.86,2023/10/24 10:02:16,2023-10-24
美元,729.73,729.56,732.64,732.64,717.85,2023/10/25 10:00:14,2023-10-25
美元,730.67,730.51,733.59,733.59,717.84,2023/10/26 10:07:17,2023-10-26
美元,730.67,730.51,733.59,733.59,717.82,2023/10/27 10:10:20,2023-10-27
美元,730.82,730.66,733.74,733.74,717.82,2023/10/28 10:30:00,2023-10-28
美元,730.82,730.66,733.74,733.74,717.82,2023/10/29 10:30:00,2023-10-29
美元,730.57,730.41,733.49,733.49,717.81,2023/10/30 10:00:40,2023-10-30
美元,730.57,730.41,733.49,733.49,717.79,2023/10/31 10:10:06,2023-10-31
美元,730.67,730.51,733.59,733.59,717.78,2023/11/01 10:01:13,2023-11-01
美元,730.67,730.51,733.59,733.59,717.97,2023/11/02 10:10:22,2023-11-02
美元,730.87,730.71,733.79,733.79,717.96,2023/11/03 10:10:00,2023-11-03
美元,728.13,727.97,731.03,731.03,717.96,2023/11/04 10:30:00,2023-11-04
美元,728.13,727.97,731.03,731.03,717.96,2023/11/05 10:30:00,2023-11-05
美元,727.13,726.97,730.03,730.03,717.8,2023/11/06 10:00:07,2023-11-06
美元,726.63,726.47,729.53,729.53,717.76,2023/11/07 10:10:18,2023-11-07
美元,726.18,726.02,729.08,729.08,717.73,2023/11/08 10:00:48,2023-11-08
美元,727.03,726.87,729.93,729.93,717.72,2023/11/09 10:02:19,2023-11-09
美元,728.08,727.92,730.98,730.98,717.71,2023/11/10 10:04:21,2023-11-10
美元,727.68,727.52,730.58,730.58,717.71,2023/11/11 10:30:00,2023-11-11
美元,727.68,727.52,730.58,730.58,717.71,2023/11/12 10:30:00,2023-11-12
美元,728.03,727.87,730.93,730.93,717.69,2023/11/13 10:00:04,2023-11-13
美元,727.88,727.72,730.78,730.78,717.68,2023/11/14 10:01:41,2023-11-14
美元,724.64,724.48,727.52,727.52,717.52,2023/11/15 10:01:43,2023-11-15
美元,724.78,724.63,727.67,727.67,717.24,2023/11/16 10:02:30,2023-11-16
美元,723.54,723.38,726.42,726.42,717.28,2023/11/17 10:05:18,2023-11-17
美元,720.44,720.28,723.32,723.32,717.28,2023/11/18 10:30:00,2023-11-18
美元,720.44,720.28,723.32,723.32,717.28,2023/11/19 10:30:00,2023-11-19
美元,719.44,719.29,722.31,722.31,716.12,2023/11/20 10:02:06,2023-11-20
美元,713.01,712.85,715.85,715.85,714.06,2023/11/21 10:10:02,2023-11-21
美元,712.91,712.75,715.75,715.75,712.54,2023/11/22 10:03:48,2023-11-22
美元,714.15,714.0,717.0,717.0,712.12,2023/11/23 10:00:46,2023-11-23
美元,713.56,713.4,716.4,716.4,711.51,2023/11/24 10:03:24,2023-11-24
美元,714.01,713.85,716.85,716.85,711.51,2023/11/25 10:30:00,2023-11-25
美元,714.01,713.85,716.85,716.85,711.51,2023/11/26 10:30:00,2023-11-26
美元,713.41,713.25,716.25,716.25,711.59,2023/11/27 10:00:35,2023-11-27
